Landmark_X,Landmark_Y,Landmark_Z
226.11380338668823,192.40737915039062,118.21008682250977
224.07249212265015,195.74283599853516,88.98918151855469
223.30645322799683,195.7062530517578,89.01361465454102
222.52981424331665,195.6332778930664,89.02240753173828
226.58100128173828,196.337890625,103.46474647521973
227.6508593559265,196.7242431640625,103.47609519958496
228.70232820510864,197.0572280883789,103.41384887695312
223.45320224761963,194.9582290649414,4.616461992263794
232.99004316329956,196.47987365722656,69.02595520019531
225.7577347755432,189.4913101196289,93.8775634765625
228.58353853225708,190.108642578125,112.2201919555664
218.43753576278687,176.3336944580078,-20.011463165283203
256.3296604156494,177.74898529052734,60.873780250549316
208.37440252304077,157.33753204345703,17.16899275779724
264.7554659843445,150.97103118896484,150.84529876708984
196.99503421783447,179.91107940673828,98.02261352539062
269.6771264076233,150.03582000732422,264.1036796569824
192.7033281326294,186.0934829711914,103.54008674621582
272.0916724205017,150.13824462890625,281.4159965515137
194.9347972869873,188.77906799316406,102.85309791564941
270.883412361145,150.45757293701172,274.8986625671387
197.23145484924316,186.8667984008789,101.70105934143066
268.38855028152466,150.4016876220703,265.7349395751953
229.00041818618774,114.59033966064453,-5.185222029685974
249.52571153640747,114.46891784667969,4.937282502651215
223.92464876174927,68.9068603515625,15.550973415374756
244.3681240081787,64.01100158691406,27.696030139923096
224.17641162872314,22.42359161376953,30.172488689422607
242.90923833847046,10.485610961914062,18.83169412612915
226.62292957305908,14.145736694335938,32.069904804229736
240.69308996200562,6.1676025390625,17.818188667297363
222.64995574951172,16.366653442382812,17.943389415740967
241.42443180084229,9.029159545898438,-6.553090214729309
226.14609718322754,192.76512145996094,138.07662963867188
224.12875413894653,195.98411560058594,109.88693237304688
223.39743375778198,195.9664535522461,109.9177360534668
222.66175746917725,195.9176254272461,109.92115020751953
226.59263134002686,196.51390075683594,122.52820014953613
227.6654291152954,196.8834686279297,122.53498077392578
228.7188720703125,197.21473693847656,122.45512962341309
223.6858892440796,195.18394470214844,25.724480152130127
232.97749042510986,196.6120147705078,81.55930519104004
225.89568614959717,189.9224090576172,113.44358444213867
228.61368656158447,190.45738220214844,129.26417350769043
218.9358687400818,176.56810760498047,-8.333531618118286
256.55975103378296,177.99495697021484,66.58727169036865
208.13141584396362,157.97443389892578,19.91826057434082
265.8386492729187,151.46224975585938,152.18131065368652
196.40827417373657,180.52570343017578,101.49881362915039
269.65702056884766,148.16959381103516,267.67303466796875
192.2664499282837,186.17488861083984,106.41160011291504
271.66863441467285,147.314453125,285.8637237548828
194.32915449142456,189.00413513183594,108.83588790893555
269.55007553100586,147.66117095947266,280.75578689575195
196.31858110427856,187.24090576171875,105.97782135009766
267.8576874732971,148.19793701171875,269.70001220703125
229.53383445739746,115.36670684814453,-6.692184209823608
249.6298885345459,114.688720703125,6.4356911182403564
223.68430137634277,69.17961120605469,-3.5022637248039246
244.80751276016235,64.81536865234375,25.920100212097168
224.21400547027588,21.952133178710938,-9.158198833465576
243.0280065536499,10.459060668945312,7.899773716926575
226.64071798324585,13.916854858398438,-8.635740280151367
240.77789068222046,6.05804443359375,5.9289127588272095
222.66549110412598,15.479011535644531,-20.61588764190674
241.6872239112854,8.7164306640625,-16.20998501777649
226.59990549087524,193.18832397460938,149.7741413116455
224.51318979263306,196.32102966308594,121.9217300415039
223.78648281097412,196.30516052246094,121.95438385009766
223.04844617843628,196.2561798095703,121.95795059204102
227.01817989349365,196.82544708251953,132.28795051574707
228.11436653137207,197.17845916748047,132.28906631469727
229.1707706451416,197.50091552734375,132.20632553100586
224.03687238693237,195.4010009765625,38.012051582336426
233.18635940551758,196.80416107177734,83.84737014770508
226.37876272201538,190.35598754882812,125.34054756164551
229.0178418159485,190.81558227539062,138.12955856323242
